match_date,tournament,tournament_level,round,best_of,winner_name,loser_name,winner_hand,loser_hand,winner_rank,loser_rank,w_games_won,l_games_won,w_points_won,l_points_won,w_deuce_games_won,w_deuce_games_played,l_deuce_games_won,l_deuce_games_played,w_first_game_won,winner_won_from_down
2022-06-07,Open Series,OT,R16,5,Wei IND35,Sun KOR02,R,R,15,26,3,0,33,13,0,0,0,0,1,0
2022-06-07,Open Series,OT,F,5,Petar GER08,Felix FRA39,R,R,6,59,3,0,33,9,0,0,0,0,1,0
2022-06-07,Open Series,OT,R64,5,Maria PRT09,Saki BRA21,L,R,48,42,3,0,33,16,0,0,0,0,1,0
2022-06-07,Open Series,OT,R64,5,Lukas ROU07,Wen-Lin SWE40,L,R,14,54,3,0,33,7,0,0,0,0,1,0
2022-06-07,Open Series,OT,R32,5,Wei AUT36,Ji-Hee USA18,R,L,9,43,3,0,10,33,0,0,0,0,1,0
2022-06-08,Open Series,OT,F,5,Yuki GER51,Wei PRT31,R,R,19,34,3,2,56,41,0,1,1,1,0,1
2022-06-08,Open Series,OT,F,5,Sun SVK11,Mima KOR16,L,R,40,46,3,1,48,36,1,2,1,2,1,0
2022-06-08,Open Series,OT,F,5,Saki JPN55,Saki PRT14,R,R,10,20,3,0,33,17,0,0,0,0,1,0
2022-06-08,Open Series,OT,QF,5,Yuki ESP58,Daniel PRT17,R,R,25,50,4,3,36,27,0,1,1,1,0,1
2022-06-08,Open Series,OT,SF,5,Ethan AUT48,Min USA54,L,R,16,60,3,0,33,13,0,0,0,0,1,0
2022-06-08,Open Series,OT,R16,5,Andrei JPN19,Anna BRA04,R,R,3,37,3,0,34,18,1,1,0,1,1,0
2022-06-08,Open Series,OT,R16,5,Anna SWE06,Wen-Lin SWE40,R,R,36,54,3,0,33,9,0,0,0,0,1,0
2022-06-08,Open Series,OT,R64,5,Ji-Hee GER01,David AUT57,R,R,39,47,3,0,33,12,0,0,0,0,1,0
2022-06-08,Open Series,OT,R32,5,Pamela KOR25,Aarush PRT28,L,R,1,28,3,0,12,33,0,0,0,0,1,0
2022-06-08,Open Series,OT,SF,5,Pamela TPE30,Min USA54,R,R,33,60,3,0,33,13,0,0,0,0,1,0
2022-06-08,Open Series,OT,SF,5,Ji-Hee USA18,Felix FRA39,L,R,43,59,3,0,33,14,0,0,0,0,1,0
2022-06-08,Open Series,OT,QF,5,Petar GER08,Lukas USA13,R,R,6,55,3,0,34,24,1,1,0,1,1,0
2022-06-08,Open Series,OT,R16,5,Felix BRA34,Daniel PRT17,R,R,35,50,3,2,55,27,0,0,0,0,1,0
2022-06-08,Open Series,OT,R16,5,Wei AUT36,Wei GER00,R,L,9,21,3,0,5,33,0,0,0,0,1,0
2022-06-08,Open Series,OT,F,5,Saki BRA21,Pawel POL50,R,R,42,56,3,0,16,33,0,0,0,0,1,0
2022-06-08,Open Series,OT,R32,5,Min ROU46,Andrei JPN19,R,R,45,3,4,3,35,16,0,1,1,1,0,1
2022-06-08,Open Series,OT,SF,5,Yuki KOR12,Anders POL53,R,R,49,12,4,3,33,16,0,0,0,0,0,1
2022-06-08,Open Series,OT,QF,5,Saki JPN55,Saki BRA21,R,R,10,42,3,0,33,6,0,0,0,0,1,0
2022-06-08,Open Series,OT,SF,5,Saki HKG33,Yuki ESP58,R,R,51,25,4,3,44,25,0,0,0,0,1,0
2022-06-08,Open Series,OT,R16,5,Wei AUT36,Min ESP10,R,R,9,58,3,0,33,6,0,0,0,0,1,0
2022-06-09,Open Series,OT,R16,5,Min CHN56,Saki HKG33,L,R,2,51,3,0,4,33,0,0,0,0,1,0
2022-06-09,Open Series,OT,R64,5,Andrei JPN19,Felix FRA39,R,R,3,59,3,0,33,6,0,0,0,0,1,0
2022-06-09,Open Series,OT,R64,5,Wei AUT36,Pamela TPE30,R,R,9,33,3,0,33,16,0,0,0,0,1,0
2022-06-09,Open Series,OT,R64,5,Sun USA44,Pawel POL50,R,R,23,56,3,0,33,10,0,0,0,0,1,0
2022-06-09,Open Series,OT,QF,5,Ji-Hee GER01,Yuki KOR12,R,R,39,49,3,0,33,16,0,0,0,0,1,0
2022-06-09,Open Series,OT,SF,5,Chen-Yu FRA47,Lukas ROU52,R,R,30,27,3,1,45,31,0,1,1,1,0,1
2022-06-09,Open Series,OT,R64,5,Andrei JPN19,Wei AUT36,R,R,3,9,4,3,23,44,0,0,0,0,0,1
2022-06-09,Open Series,OT,R64,5,Aarush PRT28,Min ESP10,R,R,28,58,3,0,33,8,0,0,0,0,1,0
2022-06-09,Open Series,OT,R16,5,Chen-Yu TPE23,Anna BRA04,R,R,8,37,3,0,17,33,0,0,0,0,1,0
2022-06-09,Open Series,OT,F,5,Anders POL53,Min KOR38,R,R,12,31,3,0,21,36,1,1,0,1,1,0
2022-06-09,Open Series,OT,SF,5,Sun USA44,Daniel KOR27,R,R,23,53,3,0,33,18,0,0,0,0,1,0
2022-06-09,Open Series,OT,SF,5,Anna BRA04,Anna TPE15,R,R,37,38,4,3,17,33,0,0,0,0,0,1
2022-06-09,Open Series,OT,F,5,Wei PRT31,Anna TPE15,R,R,34,38,3,1,25,44,0,0,0,0,1,0
2022-06-09,Open Series,OT,R16,5,Pamela KOR25,Sun SVK11,L,L,1,40,3,0,33,9,0,0,0,0,1,0
2022-06-09,Open Series,OT,R16,5,Ji-Hee GER01,Lukas ROU52,R,R,39,27,3,0,33,9,0,0,0,0,1,0
2022-06-09,Open Series,OT,R16,5,Sun KOR02,Pawel POL50,R,R,26,56,3,0,33,16,0,0,0,0,1,0
2022-06-10,Open Series,OT,R64,5,Mima IND03,Daniel KOR27,L,R,18,53,3,0,11,33,0,0,0,0,1,0
2022-06-10,Open Series,OT,QF,5,Ji-Hee GER29,Chen-Yu FRA47,R,R,4,30,3,0,10,33,0,0,0,0,1,0
2022-06-10,Open Series,OT,R64,5,Lukas ROU07,Wei TPE05,L,R,14,44,3,0,12,33,0,0,0,0,1,0
2022-06-10,Open Series,OT,F,5,Felix PRT22,Min ESP10,R,R,29,58,3,0,33,8,0,0,0,0,1,0
2022-06-10,Open Series,OT,R32,5,Saki JPN55,Yuki ESP58,R,R,10,25,3,0,33,8,0,0,0,0,1,0
2022-06-10,Open Series,OT,R16,5,Saki PRT14,Lukas ROU52,R,R,20,27,3,0,15,33,0,0,0,0,1,0
2022-06-10,Open Series,OT,R16,5,Saki JPN55,Ji-Hee GER29,R,R,10,4,4,3,35,47,0,2,2,2,1,0
2022-06-10,Open Series,OT,R32,5,Yuki ESP58,Saki BRA21,R,R,25,42,3,0,33,21,0,0,0,0,1,0
2022-06-10,Open Series,OT,R32,5,Anna TPE15,Ho-Yan PRT59,R,R,38,24,4,3,22,33,0,0,0,0,0,1
2022-06-10,Open Series,OT,QF,5,Lukas ROU07,Min USA54,L,R,14,60,3,0,33,11,0,0,0,0,1,0
2022-06-10,Open Series,OT,F,5,Wei AUT36,Wei IND35,R,R,9,15,4,3,30,44,0,0,0,0,0,1
2022-06-10,Open Series,OT,SF,5,Anna BRA41,Anna TPE15,R,R,32,38,4,3,26,36,0,1,1,1,0,1
2022-06-10,Open Series,OT,R64,5,Anna TPE15,Saki JPN55,R,R,38,10,4,3,11,33,0,0,0,0,0,1
2022-06-10,Open Series,OT,QF,5,Felix BRA34,Anna BRA41,R,R,35,32,4,3,55,34,0,0,0,0,0,1
2022-06-10,Open Series,OT,F,5,Sun SVK11,Saki BRA21,L,R,40,42,3,0,33,14,0,0,0,0,1,0
2022-06-10,Open Series,OT,R16,5,Wei AUT36,Wei TPE05,R,R,9,44,3,0,6,33,0,0,0,0,1,0
2022-06-10,Open Series,OT,SF,5,Ho-Yan PRT59,Lukas USA13,R,R,24,55,3,0,34,18,1,1,0,1,1,0
2022-06-10,Open Series,OT,R32,5,Wei AUT36,Min ESP10,R,R,9,58,3,0,33,8,0,0,0,0,1,0
2022-06-10,Open Series,OT,R64,5,Andrei KOR43,Ji-Hee GER49,L,R,41,57,3,0,17,33,0,0,0,0,1,0
2022-06-10,Open Series,OT,QF,5,Maria PRT09,Min ROU46,L,R,48,45,3,1,32,44,0,0,0,0,0,1
2022-06-11,Open Series,OT,F,5,Saki PRT14,Ji-Hee GER49,R,R,20,57,3,0,33,9,0,0,0,0,1,0
2022-06-11,Open Series,OT,SF,5,Ethan AUT48,Felix FRA39,L,R,16,59,3,0,33,13,0,0,0,0,1,0
2022-06-11,Open Series,OT,QF,5,Mima IND03,Daniel KOR27,L,R,18,53,3,0,33,15,0,0,0,0,1,0
2022-06-11,Open Series,OT,R16,5,Maria PRT09,Min USA54,L,R,48,60,3,0,33,11,0,0,0,0,1,0
2022-06-11,Open Series,OT,SF,5,Aarush TPE32,Felix GER26,L,R,22,52,4,3,33,14,0,0,0,0,0,1
2022-06-11,Open Series,OT,F,5,Yuki KOR12,Anna TPE15,R,R,49,38,4,3,19,33,0,0,0,0,0,1
2022-06-11,Open Series,OT,R32,5,Wei PRT31,Yuki KOR12,R,R,34,49,3,1,27,47,1,1,0,1,0,1
2022-06-11,Open Series,OT,R32,5,Felix GER26,Ji-Hee USA18,R,L,52,43,4,3,55,36,0,0,0,0,0,1
2022-06-11,Open Series,OT,R64,5,Ji-Hee GER29,Yuki KOR12,R,R,4,49,3,0,33,2,0,0,0,0,1,0
2022-06-11,Open Series,OT,SF,5,Felix PRT22,Saki PRT14,R,R,29,20,4,3,25,33,0,0,0,0,0,1
2022-06-11,Open Series,OT,QF,5,Yuki KOR12,Ethan HKG37,R,L,49,13,4,3,25,47,1,1,0,1,1,0
2022-06-11,Open Series,OT,R32,5,Min ROU46,Wei TPE05,R,R,45,44,3,0,15,33,0,0,0,0,1,0
2022-06-11,Open Series,OT,SF,5,Mima KOR16,Andrei KOR43,R,L,46,41,3,0,35,21,1,1,0,1,1,0
2022-06-11,Open Series,OT,SF,5,Ethan AUT48,Min USA45,L,R,16,17,3,0,33,13,0,0,0,0,1,0
2022-06-11,Open Series,OT,SF,5,Andrei JPN19,Anna BRA41,R,R,3,32,3,0,33,12,0,0,0,0,1,0
2022-06-12,Open Series,OT,SF,5,Wei IND35,Wei PRT31,R,R,15,34,3,0,33,11,0,0,0,0,1,0
2022-06-12,Open Series,OT,R32,5,Mima IND03,Pawel POL50,L,R,18,56,3,0,9,33,0,0,0,0,1,0
2022-06-12,Open Series,OT,QF,5,Pawel POL50,Aarush PRT28,R,R,56,28,4,3,33,12,0,0,0,0,0,1
2022-06-12,Open Series,OT,R32,5,Saki JPN55,Wei TPE05,R,R,10,44,3,0,12,33,0,0,0,0,1,0
2022-06-12,Open Series,OT,R16,5,Sun SVK11,David AUT57,L,R,40,47,3,0,33,12,0,0,0,0,1,0
2022-06-12,Open Series,OT,R32,5,Anna TPE15,Mima KOR16,R,R,38,46,4,3,22,34,0,1,1,1,0,1
2022-06-12,Open Series,OT,QF,5,Pamela KOR25,Daniel PRT17,L,R,1,50,3,0,10,33,0,0,0,0,1,0
2022-06-12,Open Series,OT,F,5,Ethan HKG37,Wei PRT31,L,R,13,34,4,3,46,27,0,1,1,1,1,0
2022-06-12,Open Series,OT,R32,5,Anna BRA41,Ji-Hee USA18,R,L,32,43,3,0,17,33,0,0,0,0,1,0
2022-06-12,Open Series,OT,F,5,Pawel POL50,David AUT57,R,R,56,47,4,3,33,10,0,0,0,0,0,1
2022-06-12,Open Series,OT,QF,5,Sun USA44,Anders POL53,R,R,23,12,4,3,33,55,0,0,0,0,0,1
2022-06-12,Open Series,OT,R32,5,Saki JPN55,Petar GER08,R,R,10,6,3,0,17,33,0,0,0,0,1,0
2022-06-12,Open Series,OT,SF,5,Ji-Hee USA18,Chen-Yu FRA47,L,R,43,30,4,3,22,33,0,0,0,0,0,1
2022-06-12,Open Series,OT,QF,5,Saki JPN55,Felix FRA39,R,R,10,59,3,0,12,33,0,0,0,0,1,0
2022-06-12,Open Series,OT,R64,5,Diogo SVK42,Sun USA44,R,R,7,23,3,0,33,10,0,0,0,0,1,0
2022-06-13,Open Series,OT,F,5,Lukas ROU07,Min ESP10,L,R,14,58,3,0,9,33,0,0,0,0,1,0
2022-06-13,Open Series,OT,R16,5,Min KOR38,Saki BRA21,R,R,31,42,3,1,44,23,0,0,0,0,1,0
2022-06-13,Open Series,OT,R64,5,Saki JPN55,Aarush TPE32,R,L,10,22,3,0,33,15,0,0,0,0,1,0
2022-06-13,Open Series,OT,F,5,Wei PRT31,Maria PRT09,R,L,34,48,3,1,24,44,0,0,0,0,1,0
2022-06-13,Open Series,OT,F,5,Felix BRA34,Min USA54,R,R,35,60,3,0,17,33,0,0,0,0,1,0
2022-06-13,Open Series,OT,SF,5,Min KOR38,Lukas ROU07,R,L,31,14,4,3,33,14,0,0,0,0,0,1
2022-06-13,Open Series,OT,QF,5,Lukas ROU52,Ji-Hee GER49,R,R,27,57,3,0,19,33,0,0,0,0,1,0
2022-06-13,Open Series,OT,SF,5,Saki JPN55,Daniel KOR27,R,R,10,53,3,0,33,6,0,0,0,0,1,0
2022-06-13,Open Series,OT,F,5,Yuki KOR12,Ji-Hee GER49,R,R,49,57,3,0,21,34,1,1,0,1,1,0
2022-06-13,Open Series,OT,QF,5,Anna BRA41,Anders POL53,R,R,32,12,3,1,27,45,1,1,0,1,1,0
2022-06-13,Open Series,OT,F,5,Saki PRT14,Chen-Yu FRA47,R,R,20,30,3,0,33,16,0,0,0,0,1,0
2022-06-13,Open Series,OT,QF,5,Chen-Yu FRA47,Felix FRA39,R,R,30,59,3,0,33,7,0,0,0,0,1,0
2022-06-13,Open Series,OT,SF,5,Chen-Yu TPE23,Pamela KOR25,R,L,8,1,4,3,33,16,0,0,0,0,0,1
2022-06-13,Open Series,OT,R32,5,Wen-Lin SWE40,Aarush TPE32,R,L,54,22,3,2,35,56,1,1,0,1,1,0
2022-06-19,WTT Star Contender,ST,R32,7,Ji-Hee USA18,Min ESP10,L,R,43,58,4,0,20,44,0,0,0,0,1,0
2022-06-19,WTT Star Contender,ST,R32,7,Mima KOR16,Min ROU46,R,R,46,45,5,4,41,67,1,1,0,1,0,1
2022-06-19,WTT Star Contender,ST,QF,7,Mima KOR16,Ji-Hee GER01,R,R,46,39,5,4,56,32,0,1,1,1,0,1
2022-06-19,WTT Star Contender,ST,R64,7,Sun SVK11,Yuki KOR12,L,R,40,49,4,0,44,16,0,0,0,0,1,0
2022-06-19,WTT Star Contender,ST,R16,7,Yuki GER51,Andrei KOR43,R,L,19,41,4,0,45,23,1,1,0,1,1,0
2022-06-19,WTT Star Contender,ST,R32,7,David AUT57,Felix FRA39,R,R,47,59,4,0,44,29,0,0,0,0,1,0
2022-06-19,WTT Star Contender,ST,R32,7,Saki JPN55,Andrei KOR43,R,L,10,41,4,0,44,13,0,0,0,0,1,0
2022-06-19,WTT Star Contender,ST,R64,7,Saki PRT14,Yuki ESP58,R,R,20,25,4,0,9,44,0,0,0,0,1,0
2022-06-19,WTT Star Contender,ST,R64,7,Sun KOR02,Maria PRT09,R,L,26,48,4,0,33,47,2,2,0,2,1,0
2022-06-20,WTT Star Contender,ST,QF,7,Aarush TPE32,Felix FRA39,L,R,22,59,4,0,13,44,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,R16,7,Chen-Yu FRA47,Yuki KOR12,R,R,30,49,4,0,25,44,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,R16,7,Ethan AUT48,Sun SVK11,L,L,16,40,4,2,41,67,1,1,0,1,1,0
2022-06-20,WTT Star Contender,ST,SF,7,Anna SWE06,Aarush TPE32,R,L,36,22,4,0,44,15,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,SF,7,Lukas ROU07,Felix FRA39,L,R,14,59,4,0,44,23,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,R32,7,Diogo SVK42,Pawel POL50,R,R,7,56,4,0,20,44,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,F,7,Saki BRA21,Daniel KOR27,R,R,42,53,5,4,34,66,0,0,0,0,0,1
2022-06-20,WTT Star Contender,ST,R16,7,Ethan AUT48,Min CHN56,L,L,16,2,5,4,44,29,0,0,0,0,0,1
2022-06-20,WTT Star Contender,ST,R32,7,Aarush PRT28,Anna TPE15,R,R,28,38,4,0,44,24,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,QF,7,Aarush PRT28,Lukas USA13,R,R,28,55,4,0,15,44,0,0,0,0,1,0
2022-06-20,WTT Star Contender,ST,F,7,Min KOR38,Yuki ESP58,R,R,31,25,4,3,85,62,3,3,0,3,1,0
2022-06-20,WTT Star Contender,ST,QF,7,Felix GER26,Ethan HKG37,R,L,52,13,5,4,32,56,0,1,1,1,1,0
2022-06-21,WTT Star Contender,ST,R16,7,Pamela KOR25,Wen-Lin SWE40,L,R,1,54,4,0,44,6,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,R32,7,Mima KOR16,Ji-Hee GER01,R,R,46,39,5,4,33,66,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,SF,7,Anna SWE06,Pawel POL50,R,R,36,56,4,0,21,44,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,R32,7,Sun KOR02,Diogo SVK42,R,R,26,7,5,4,44,26,0,0,0,0,0,1
2022-06-21,WTT Star Contender,ST,R64,7,Wei PRT31,Min USA54,R,R,34,60,4,0,44,23,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,R16,7,Min CHN56,Lukas ROU07,L,L,2,14,4,1,55,31,0,0,0,0,0,1
2022-06-21,WTT Star Contender,ST,QF,7,Ho-Yan PRT59,Saki JPN55,R,R,24,10,5,4,13,44,0,0,0,0,0,1
2022-06-21,WTT Star Contender,ST,SF,7,Anna BRA41,Ethan HKG37,R,L,32,13,4,2,50,72,0,1,1,1,0,1
2022-06-21,WTT Star Contender,ST,F,7,Wei AUT36,Felix FRA39,R,R,9,59,4,0,12,44,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,R32,7,Lukas ROU07,Aarush TPE32,L,L,14,22,4,0,44,13,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,F,7,Aarush PRT28,Wen-Lin SWE40,R,R,28,54,4,0,17,44,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,R16,7,Wei PRT31,Wei GER00,R,L,34,21,4,0,44,22,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,SF,7,Ji-Hee GER01,Ji-Hee GER49,R,R,39,57,4,0,11,44,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,SF,7,Anna BRA41,Saki BRA21,R,R,32,42,4,0,19,44,0,0,0,0,1,0
2022-06-21,WTT Star Contender,ST,R32,7,Wei PRT31,Petar GER08,R,R,34,6,5,4,30,44,0,0,0,0,0,1
2022-06-22,WTT Star Contender,ST,R32,7,Felix PRT22,Anders POL53,R,R,29,12,4,0,24,44,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,QF,7,Saki PRT14,Daniel KOR27,R,R,20,53,4,0,44,12,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,SF,7,Lukas ROU52,Wei GER00,R,L,27,21,5,4,58,42,0,1,1,1,0,1
2022-06-22,WTT Star Contender,ST,R16,7,Felix PRT22,Daniel PRT17,R,R,29,50,4,0,16,44,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,R16,7,Diogo SVK42,Ji-Hee GER01,R,R,7,39,4,1,23,55,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,R32,7,Diogo SVK42,Anna BRA04,R,R,7,37,4,0,19,44,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,SF,7,Ho-Yan PRT59,Felix FRA39,R,R,24,59,4,0,8,44,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,R32,7,Saki PRT14,Felix FRA39,R,R,20,59,4,0,44,8,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,R64,7,Sun KOR02,Min KOR38,R,R,26,31,4,1,32,58,0,1,1,1,0,1
2022-06-22,WTT Star Contender,ST,SF,7,Anna BRA41,Min USA54,R,R,32,60,4,0,11,44,0,0,0,0,1,0
2022-06-22,WTT Star Contender,ST,R64,7,Pamela TPE30,Felix GER26,R,R,33,52,4,0,44,15,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,R16,7,Wei IND35,Anders POL53,R,R,15,12,4,0,44,9,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,R64,7,Andrei JPN19,Min ROU46,R,R,3,45,4,0,10,44,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,QF,7,Anders POL53,Daniel PRT17,R,R,12,50,4,0,48,33,1,1,0,1,1,0
2022-06-23,WTT Star Contender,ST,R32,7,Saki PRT14,David AUT57,R,R,20,47,4,0,44,11,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,F,7,Yuki GER51,Anna BRA04,R,R,19,37,5,4,47,34,0,1,1,1,0,1
2022-06-23,WTT Star Contender,ST,F,7,Maria PRT09,Min ROU46,L,R,48,45,4,3,54,80,1,3,2,3,1,0
2022-06-23,WTT Star Contender,ST,R64,7,Anna BRA41,Min USA54,R,R,32,60,4,0,19,44,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,QF,7,Wei IND35,Andrei KOR43,R,L,15,41,4,0,15,44,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,R32,7,Aarush PRT28,David AUT57,R,R,28,47,4,0,12,44,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,F,7,Ethan AUT48,Min ROU46,L,R,16,45,4,0,16,44,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,QF,7,Ji-Hee GER29,Anna BRA04,R,R,4,37,4,0,44,14,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,R64,7,Wei GER00,Sun KOR02,L,R,21,26,5,4,16,44,0,0,0,0,0,1
2022-06-23,WTT Star Contender,ST,F,7,Anna SWE06,Andrei KOR43,R,L,36,41,4,2,35,66,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,R64,7,Min KOR38,Anna BRA04,R,R,31,37,5,4,24,45,0,1,1,1,0,1
2022-06-23,WTT Star Contender,ST,F,7,Yuki GER51,Sun KOR02,R,R,19,26,4,2,69,48,1,1,0,1,0,1
2022-06-23,WTT Star Contender,ST,SF,7,Min USA45,Maria PRT09,R,L,17,48,5,4,58,41,1,2,1,2,0,1
2022-06-23,WTT Star Contender,ST,R32,7,Mima IND03,Ji-Hee USA18,L,L,18,43,4,0,21,44,0,0,0,0,1,0
2022-06-23,WTT Star Contender,ST,R64,7,Mima KOR16,Lukas USA13,R,R,46,55,4,1,57,36,1,1,0,1,1,0
2022-06-23,WTT Star Contender,ST,R32,7,Daniel PRT17,Felix GER26,R,R,50,52,5,4,36,55,0,0,0,0,0,1
2022-06-23,WTT Star Contender,ST,QF,7,Sun SVK11,Saki BRA21,L,R,40,42,4,0,44,17,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R64,7,Pamela KOR25,Ji-Hee GER49,L,R,1,57,4,0,10,44,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R64,7,Chen-Yu FRA47,Wen-Lin SWE40,R,R,30,54,4,0,44,16,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,F,7,Ho-Yan PRT59,Min KOR38,R,R,24,31,4,0,44,18,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R16,7,Wei GER00,Pamela TPE30,L,R,21,33,5,4,44,20,0,0,0,0,0,1
2022-06-24,WTT Star Contender,ST,R64,7,Min USA45,Sun KOR02,R,R,17,26,5,4,66,43,0,0,0,0,0,1
2022-06-24,WTT Star Contender,ST,SF,7,Anna SWE06,Joao KOR20,R,R,36,5,5,4,43,79,1,1,0,1,1,0
2022-06-24,WTT Star Contender,ST,SF,7,Joao KOR20,Felix BRA34,R,R,5,35,5,4,30,55,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,QF,7,Lukas USA13,Min ESP10,R,R,55,58,4,0,44,15,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R64,7,Wei GER00,Sun USA44,L,R,21,23,5,4,58,37,1,1,0,1,0,1
2022-06-24,WTT Star Contender,ST,SF,7,Sun KOR02,Yuki KOR12,R,R,26,49,4,0,26,44,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R64,7,Joao KOR20,Daniel KOR27,R,R,5,53,4,0,44,22,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R16,7,Sun KOR02,Ji-Hee USA18,R,L,26,43,4,0,44,21,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R16,7,Petar GER08,Aarush PRT28,R,R,6,28,5,4,44,25,0,0,0,0,0,1
2022-06-24,WTT Star Contender,ST,SF,7,Anna TPE15,Pawel POL50,R,R,38,56,4,0,44,6,0,0,0,0,1,0
2022-06-24,WTT Star Contender,ST,R32,7,Lukas ROU52,Saki HKG33,R,R,27,51,5,4,66,39,0,0,0,0,0,1
2022-06-30,WTT Feeder,FD,R16,5,Chen-Yu FRA47,Yuki KOR12,R,R,30,49,3,0,33,19,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,SF,5,Anna TPE15,Sun USA44,R,R,38,23,3,0,22,35,1,1,0,1,1,0
2022-06-30,WTT Feeder,FD,R16,5,Aarush PRT28,Min USA54,R,R,28,60,3,0,11,33,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,F,5,Wei IND35,Wen-Lin SWE40,R,R,15,54,3,0,33,11,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,F,5,Daniel PRT17,Pawel POL50,R,R,50,56,3,0,20,33,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,QF,5,Yuki KOR12,David AUT57,R,R,49,47,3,0,33,14,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,QF,5,Wei TPE05,Min USA54,R,R,44,60,3,0,24,34,1,1,0,1,1,0
2022-06-30,WTT Feeder,FD,QF,5,Yuki KOR12,Pawel POL50,R,R,49,56,3,0,25,35,2,2,0,2,1,0
2022-06-30,WTT Feeder,FD,R64,5,Sun SVK11,Daniel KOR27,L,R,40,53,3,0,33,18,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,QF,5,Yuki GER51,Saki JPN55,R,R,19,10,4,3,33,14,0,0,0,0,0,1
2022-06-30,WTT Feeder,FD,R32,5,Anna SWE06,Yuki ESP58,R,R,36,25,3,0,11,33,0,0,0,0,1,0
2022-06-30,WTT Feeder,FD,R64,5,Anna BRA41,Petar ESP24,R,R,32,11,3,2,37,59,2,2,0,2,0,1
2022-06-30,WTT Feeder,FD,F,5,Petar ESP24,Felix FRA39,R,R,11,59,3,0,12,33,0,0,0,0,1,0
2022-07-01,WTT Feeder,FD,QF,5,Petar GER08,Diogo SVK42,R,R,6,7,4,3,29,56,0,1,1,1,0,1
2022-07-01,WTT Feeder,FD,R32,5,Wei AUT36,Min USA45,R,R,9,17,3,0,33,4,0,0,0,0,1,0
2022-07-01,WTT Feeder,FD,R16,5,Lukas ROU52,Ji-Hee GER49,R,R,27,57,3,0,17,35,1,1,0,1,1,0
2022-07-01,WTT Feeder,FD,SF,5,Wei IND35,Ji-Hee USA18,R,L,15,43,3,0,13,33,0,0,0,0,1,0
2022-07-01,WTT Feeder,FD,F,5,Min ROU46,Wen-Lin SWE40,R,R,45,54,3,0,15,34,1,1,0,1,1,0
2022-07-01,WTT Feeder,FD,QF,5,Petar ESP24,Min USA45,R,R,11,17,4,3,34,47,0,1,1,1,1,0
2022-07-01,WTT Feeder,FD,R16,5,Min CHN56,Felix FRA39,L,R,2,59,3,0,7,33,0,0,0,0,1,0
2022-07-01,WTT Feeder,FD,R16,5,Saki PRT14,Yuki GER51,R,R,20,19,3,2,56,37,1,1,0,1,1,0
